127.0.0.1|1161491150|
77.123.184.78|1188477107|
213.154.208.144|1188483409|
84.242.237.158|1188486211|
85.141.102.56|1188488217|
212.154.254.212|1188502095|
91.124.8.185|1188502542|
87.110.120.12|1188518891|
85.176.176.198|1188521148|
213.145.127.115|1188521950|
84.204.30.50|1188541162|
84.204.30.50|1188541183|
212.92.161.182|1188543741|
62.33.137.137|1188544844|
87.240.42.226|1188546415|
82.207.31.213|1188555460|
212.220.109.241|1188561746|
85.21.204.99|1188562459|
85.21.204.99|1188562492|
91.124.206.170|1188562494|
85.21.204.99|1188562500|
85.21.204.99|1188562506|
91.124.206.170|1188562511|
85.21.204.99|1188562511|
85.21.204.99|1188562514|
85.21.204.99|1188562517|
85.21.204.99|1188562520|
91.124.206.170|1188562523|
85.21.204.99|1188562524|
91.124.206.170|1188562541|
91.124.206.170|1188562556|
194.54.148.8|1188562636|
212.45.29.54|1188562931|
87.103.249.214|1188586057|
90.150.135.65|1188589331|
90.150.135.65|1188589335|
90.150.135.65|1188589345|
217.15.152.68|1188594726|
80.250.181.20|1188605410|
217.77.53.8|1188610728|
62.181.56.12|1188636965|
81.222.134.161|1188648792|
81.222.134.161|1188648798|
81.222.134.161|1188648802|
78.137.16.161|1188656479|
82.200.221.106|1188657712|
87.228.112.125|1188659873|
80.252.150.251|1188661869|
212.154.210.146|1188676440|
89.204.8.163|1188680139|
77.41.97.180|1188722121|
213.179.247.74|1188734881|
80.92.96.61|1188744180|
85.234.167.143|1188752506|
195.34.254.6|1188756651|
89.110.57.19|1188758930|
85.140.229.55|1188759945|
85.140.229.55|1188759956|
89.109.17.248|1188773691|
91.124.137.126|1188791683|
83.237.190.4|1188807233|
83.237.190.4|1188807241|
83.237.190.4|1188807250|
83.237.190.4|1188807257|
77.236.64.4|1188807660|
212.42.52.159|1188813538|
212.42.52.159|1188813565|
89.110.16.45|1188824133|
85.140.146.68|1188836490|
85.140.146.68|1188836513|
85.140.146.68|1188836523|
195.110.6.3|1188859306|
212.152.35.116|1188859490|
83.149.21.122|1188869888|
213.133.166.162|1188920142|
89.254.138.9|1188920408|
89.254.138.9|1188920414|
213.133.166.162|1188920555|
213.133.166.162|1188920564|
213.133.166.162|1188920572|
88.205.156.7|1188926875|
77.45.157.99|1188935161|
89.113.75.152|1188936836|
89.19.164.6|1188937937|
195.222.71.77|1188944795|
195.222.71.77|1188944823|
194.154.66.243|1188958074|
213.199.128.156|1188971720|
88.214.119.101|1188972936|
213.130.28.34|1188979100|
77.244.36.179|1188980235|
217.21.43.222|1188987305|
87.247.104.28|1188988735|
217.66.145.217|1188988809|
89.218.144.234|1188990584|
89.218.144.234|1188990779|
89.218.144.234|1188990787|
89.218.144.234|1188990791|
89.218.144.234|1188990792|
89.218.144.234|1188990792|
89.218.144.234|1188990795|
89.218.144.234|1188990816|
89.218.144.234|1188990816|
89.218.144.234|1188990816|
89.218.144.234|1188990817|
89.218.144.234|1188990819|
89.218.144.234|1188990819|
89.218.144.234|1188990819|
89.218.144.234|1188990819|
89.218.144.234|1188990833|
89.218.144.234|1188990840|
89.218.144.234|1188990847|
89.218.144.234|1188990849|
89.218.144.234|1188990850|
89.218.144.234|1188990851|
89.218.144.234|1188990852|
89.218.144.234|1188990852|
89.218.144.234|1188990853|
89.218.144.234|1188990853|
89.218.144.234|1188990853|
89.218.144.234|1188990854|
89.218.144.234|1188990855|
89.218.144.234|1188990855|
89.218.144.234|1188990856|
89.218.144.234|1188990856|
89.218.144.234|1188990858|
81.88.144.241|1188990865|
89.218.144.234|1188990873|
89.218.144.234|1188990878|
89.218.144.234|1188990879|
89.218.144.234|1188990880|
89.218.144.234|1188990881|
89.218.144.234|1188990881|
89.218.144.234|1188990882|
89.218.144.234|1188990884|
89.218.144.234|1188990885|
89.218.144.234|1188990886|
89.218.144.234|1188990886|
89.218.144.234|1188990887|
89.218.144.234|1188990887|
89.218.144.234|1188990888|
89.218.144.234|1188990890|
89.218.144.234|1188990890|
89.218.144.234|1188990891|
89.218.144.234|1188990892|
89.218.144.234|1188990893|
89.218.144.234|1188990893|
89.218.144.234|1188990894|
89.218.144.234|1188990894|
89.218.144.234|1188990894|
89.218.144.234|1188990895|
89.218.144.234|1188990895|
91.187.4.167|1188994429|
77.180.142.183|1189019018|
85.30.223.2|1189069778|
81.222.216.241|1189076802|
217.23.31.174|1189080281|
80.255.64.43|1189086973|
91.192.180.3|1189097981|
82.211.176.11|1189099870|
82.211.176.11|1189099880|
91.122.130.86|1189101295|
62.140.244.25|1189106407|
88.210.51.130|1189106987|
213.227.219.58|1189123547|
87.237.112.18|1189128567|
82.162.72.194|1189134753|
213.85.222.51|1189151041|
217.198.224.220|1189156676|
85.173.98.130|1189156965|
195.248.170.14|1189163501|
82.151.112.75|1189171752|
83.222.222.47|1189177150|
89.223.88.172|1189178646|
87.118.105.235|1189186000|
91.76.78.186|1189205436|
91.76.78.186|1189205440|
91.76.78.186|1189205445|
91.76.78.186|1189205448|
91.76.78.186|1189205450|
91.76.78.186|1189205452|
212.0.75.12|1189234347|
78.106.59.112|1189243805|
78.106.59.112|1189243819|
78.106.59.112|1189243825|
78.106.59.112|1189243852|
91.76.39.107|1189248406|
194.186.220.5|1189250348|
193.238.96.5|1189250393|
82.211.152.12|1189254934|
88.205.210.64|1189269571|
78.63.154.225|1189277817|
213.232.196.104|1189336746|
213.232.196.104|1189336749|
213.232.196.104|1189336760|
83.174.243.49|1189338811|
217.107.236.79|1189350389|
77.122.165.98|1189354469|
91.124.215.116|1189354665|
91.124.253.91|1189357685|
89.169.178.139|1189403443|
89.109.35.37|1189425989|
212.23.66.139|1189480495|
87.237.42.206|1189490366|
88.87.81.250|1189508136|
88.87.81.250|1189508163|
89.178.142.193|1189521367|
91.124.150.216|1189534446|
80.93.113.210|1189587153|
62.152.76.66|1189588702|
80.92.96.29|1189592379|
85.172.7.11|1189596694|
85.172.7.11|1189596857|
78.137.20.119|1189617170|
87.117.189.1|1189645606|
85.179.56.0|1189667903|
195.151.253.49|1189669828|
82.137.183.66|1189672564|
195.225.145.9|1189673012|
213.211.96.147|1189682272|
217.114.150.87|1189702058|
88.204.197.102|1189711035|
85.25.138.222|1189714307|
77.123.15.25|1189724239|
85.192.168.70|1189774174|
80.230.74.116|1189781412|
84.95.118.39|1189799476|
87.97.212.139|1189805463|
83.219.8.159|1189845253|
88.147.189.180|1189845834|
85.29.201.39|1189857789|
195.222.71.77|1189864507|
195.222.71.77|1189864511|
91.124.213.160|1189865580|
91.76.208.125|1189889280|
78.61.99.143|1189892147|
77.122.133.107|1189902190|
83.239.59.142|1189928717|
78.36.0.146|1189933520|
85.238.46.60|1189935051|
85.29.233.162|1189936221|
87.103.176.95|1189944987|
87.103.176.95|1189945033|
87.103.176.95|1189945070|
89.218.248.96|1189957557|
195.38.63.21|1189966948|
91.193.69.209|1189977366|
217.66.22.96|1189983460|
195.151.253.49|1190012893|
217.198.9.4|1190014628|
213.152.156.147|1190019570|
213.179.224.126|1190023203|
87.240.15.32|1190025636|
86.57.178.97|1190038768|
213.160.129.166|1190040704|
87.240.37.183|1190048917|
89.223.127.11|1190058723|
80.240.215.120|1190059738|
80.240.215.205|1190060205|
89.178.144.131|1190063963|
77.241.33.5|1190065401|
217.118.79.45|1190065647|
217.118.79.45|1190065663|
217.74.116.8|1190066744|
77.50.14.108|1190110021|
213.160.129.166|1190116763|
90.150.128.63|1190119555|
90.150.128.63|1190119564|
217.67.123.245|1190124915|
77.50.26.214|1190143786|
194.187.204.46|1190143888|
91.187.9.33|1190158495|
91.124.188.248|1190175892|
88.147.166.5|1190178035|
82.200.175.240|1190178815|
217.15.139.75|1190182586|
82.211.176.11|1190185791|
77.43.149.39|1190186888|
88.204.190.36|1190199428|
80.86.254.45|1190200817|
82.179.228.220|1190203894|
77.109.18.247|1190205256|
85.172.100.19|1190217869|
84.204.187.75|1190220737|
83.242.60.158|1190245287|
91.196.40.35|1190260901|
88.86.65.152|1190266003|
90.188.122.13|1190267022|
83.239.106.34|1190271698|
85.118.143.226|1190289827|
87.226.74.180|1190290158|
87.226.74.180|1190290169|
89.218.205.169|1190290641|
89.218.205.169|1190290659|
195.161.251.104|1190297197|
195.161.251.104|1190297202|
91.76.62.17|1190299996|
91.76.62.17|1190300006|
84.23.54.0|1190301293|
84.23.54.0|1190301296|
84.23.54.0|1190301302|
84.23.54.0|1190301307|
87.252.225.232|1190308230|
89.208.82.2|1190315291|
217.15.150.114|1190317883|
90.154.6.101|1190334962|
91.124.86.137|1190344834|
213.206.34.212|1190349729|
83.142.161.37|1190357797|
88.72.37.130|1190358854|
194.143.148.62|1190363571|
77.122.12.40|1190365116|
195.248.177.60|1190372665|
195.248.177.60|1190372699|
195.14.57.202|1190375114|
217.117.64.2|1190377305|
85.140.48.150|1190377998|
82.208.111.43|1190389181|
89.109.34.165|1190402364|
83.69.111.228|1190421274|
89.178.81.174|1190424767|
212.45.5.114|1190453000|
89.223.38.142|1190456210|
89.223.38.142|1190456222|
195.161.7.2|1190463898|
195.161.7.2|1190463990|
85.172.52.111|1190465148|
85.172.52.111|1190465172|
85.172.52.111|1190465179|
83.174.241.88|1190465585|
87.248.178.51|1190470900|
195.201.33.6|1190487883|
82.127.97.79|1190488842|
77.235.115.237|1190489473|
77.235.115.237|1190489488|
89.254.138.9|1190519279|
89.254.138.9|1190519285|
212.152.60.8|1190531354|
212.220.109.108|1190544367|
213.190.46.52|1190553498|
217.14.192.163|1190554456|
217.198.236.69|1190554723|
